"project","year","ship","trip","haul","time1","time2","lat.l","lon.l","lat.v","lon.v","latN1","lonW1","latN2","lonW2","depth1","depth2","stationType","val","speed","doors","dist","sweptarea","bottomT","gearID","stratum1","stratum2","fixpos","id","id.2","idp","depth","Stratum2","npos","wpos","div","id_str","stratum"
"GHLW",2019,"HM",4,16,"2019-08-03","2019-08-03 07:22:00",63.3614500045776,55.4582799911499,63.3711000061035,55.4346900177002,63.6024166742961,55.7637999852498,63.6185000101725,55.7244833628337,1283,1316,"B","A",2.85999999046326,120.499998474121,2.63908937601208,0.0718703204051128,3.32999992370605,"ALF3","1D","1201-1400","HX010","2019_16","2019_4_HM_16","2019_GHLW",1299.5,14,63.6104583422343,55.7441416740417,"1D","1D_14",29
"GHLW",2019,"HM",4,17,"2019-08-03","2019-08-03 10:01:00",63.2741799926758,55.5671099853516,63.2602099990845,55.5599800109863,63.4569666544596,55.9451833089193,63.4336833318075,55.9333000183105,1165,1169,"B","A",2.88000001907349,132.2,2.65390009216745,0.0766828508231232,3.40000009536743,"ALF3","1D","1001-1200","HX009","2019_17","2019_4_HM_17","2019_GHLW",1167,12,63.4453249931336,55.9392416636149,"1D","1D_12",28
"GHLW",2019,"HM",4,18,"2019-08-03","2019-08-03 12:17:00",63.1730500030518,56.0050700002909,63.172469997406,56.0358500003815,63.2884166717529,56.0084500004848,63.2874499956767,56.0597500006358,1420,1450,"B","A",2.81999998092651,123,2.56465902424623,0.070753813160905,3.34999990463257,"ALF3","1D","1401-1500","HT008","2019_18","2019_4_HM_18","2019_GHLW",1435,16,63.2879333337148,56.0341000005603,"1D","1D_16",30
"GHLW",2019,"HM",4,19,"2019-08-03","2019-08-03 14:41:00",63.2646899986267,56.0964299964905,63.2718899917603,56.1247200012207,63.4411499977112,56.1607166608175,63.4531499862671,56.2078666687012,1208,1213,"B","A",2.9,132.4,2.69512210506955,0.0779504776205055,3.35999989509583,"ALF3","1D","1201-1400","HV008","2019_19","2019_4_HM_19","2019_GHLW",1210.5,14,63.4471499919891,56.1842916647593,"1D","1D_14",29
"GHLW",2019,"HM",4,21,"2019-08-03","2019-08-03 19:10:00",63.3247700119019,56.3115900039673,63.3344300079346,56.335359992981,63.5412833531698,56.5193166732788,63.5573833465576,56.5589333216349,1438,1464,"B","A",2.94000005722046,132.8,2.65445659791536,0.076925090424948,3.32999992370605,"ALF3","1D","1401-1500","HV006","2019_21","2019_4_HM_21","2019_GHLW",1451,16,63.5493333498637,56.5391249974569,"1D","1D_16",30
"GHLW",2019,"HM",4,23,"2019-08-03","2019-08-03 23:24:00",63.3630300140381,56.1858600044251,63.3645000076294,56.2181699943542,63.6050500233968,56.3097666740417,63.6075000127157,56.3636166572571,1308,1319,"B","A",2.94000005722046,127.6,2.67401300764824,0.0755173361515954,3.4300000667572,"ALF3","1D","1201-1400","HX007","2019_23","2019_4_HM_23","2019_GHLW",1313.5,14,63.6062750180563,56.3366916656494,"1D","1D_14",29
"GHLW",2019,"HM",4,24,"2019-08-04","2019-08-04 01:46:00",63.3889099884033,56.3208399963379,63.377379989624,56.3004400062561,63.6481833140055,56.5347333272298,63.6289666493734,56.5007333437602,1337,1348,"B","A",2.93999996185303,113,2.71535401391535,0.0710553838361368,3.40000009536743,"ALF3","1D","1201-1400","HZ006","2019_24","2019_4_HM_24","2019_GHLW",1342.5,14,63.6385749816895,56.517733335495,"1D","1D_14",29
"GHLW",2019,"HM",4,25,"2019-08-04","2019-08-04 04:27:00",63.4570600128174,56.338629989624,63.4506299972534,56.3006900024414,63.761766688029,56.56438331604,63.7510499954224,56.501150004069,1184,1188,"B","A",2.77999997138977,125.820001220703,3.32765920458499,0.0931359905647907,3.5,"ALF3","1D","1001-1200","JA006","2019_25","2019_4_HM_25","2019_GHLW",1186,12,63.7564083417257,56.5327666600545,"1D","1D_12",28
"GHLW",2019,"HM",4,26,"2019-08-04","2019-08-04 06:33:00",63.5270000076294,56.3006500053406,63.5338999938965,56.3298099899292,63.878333346049,56.5010833422343,63.8898333231608,56.5496833165487,964,970,"B","A",2.92000002861023,126.2,2.69874260667249,0.0756792196733526,3.51999998092651,"ALF3","1D","0801-1000","JB006","2019_26","2019_4_HM_26","2019_GHLW",967,10,63.8840833346049,56.5253833293915,"1D","1D_10",27
"GHLW",2019,"HM",4,27,"2019-08-04","2019-08-04 08:37:00",63.5484700012207,56.5496300125122,63.5516899871826,56.5821599960327,63.9141166687012,56.9160500208537,63.919483311971,56.9702666600545,1020,1034,"B","A",2.92000007629395,126.640000915527,2.71524272821489,0.0763115714003468,3.46000003814697,"ALF3","1D","1001-1200","JB005","2019_27","2019_4_HM_27","2019_GHLW",1027,12,63.9167999903361,56.9431583404541,"1D","1D_12",28
"GHLW",2019,"HM",4,29,"2019-08-04","2019-08-04 12:27:00",63.5347100067139,57.1280500030518,63.5322299957275,57.0960400009155,63.8911833445231,57.2134166717529,63.8870499928792,57.1600666681925,1099,1102,"B","A",2.86000003814697,127.8,2.64909051810359,0.0748887293105813,3.47000002861023,"ALF3","1D","1001-1200","JB004","2019_29","2019_4_HM_29","2019_GHLW",1100.5,12,63.8891166687011,57.1867416699727,"1D","1D_12",28
"GHLW",2019,"HM",4,31,"2019-08-04","2019-08-04 16:49:00",63.4944499969482,57.2633300018311,63.4941600036621,57.2967099952698,63.8240833282471,57.4388833363851,63.8236000061035,57.494516658783,1208,1213,"B","A",2.95999999046326,135.8,2.72760352866111,0.0802068183223972,3.44000005722046,"ALF3","1D","1201-1400","JA003","2019_31","2019_4_HM_31","2019_GHLW",1210.5,14,63.8238416671753,57.4666999975841,"1D","1D_14",29
"GHLW",2019,"HM",4,33,"2019-08-04","2019-08-04 22:53:00",63.3774000167847,57.5054399871826,63.3875999832153,57.5291999816895,63.6290000279744,57.8423999786377,63.6459999720256,57.8819999694824,1434,1461,"B","A",2.98000001907349,127.2,2.71768821312903,0.0765964116741138,3.35999989509583,"ALF3","1D","1401-1500","HX002","2019_33","2019_4_HM_33","2019_GHLW",1447.5,16,63.6375,57.86219997406,"1D","1D_16",30
"GHLW",2019,"HM",4,34,"2019-08-05","2019-08-05 01:17:00",63.4398699951172,57.5797299957275,63.4418799972534,57.5469400024414,63.7331166585286,57.9662166595459,63.736466662089,57.9115666707357,1266,1273,"B","A",2.92000002861023,135,2.71295334319465,0.0794678293288577,3.39000010490417,"ALF3","1D","1201-1400","HZ001","2019_34","2019_4_HM_34","2019_GHLW",1269.5,14,63.7347916603088,57.9388916651408,"1D","1D_14",29
"GHLW",2019,"HM",4,36,"2019-08-05","2019-08-05 06:12:00",63.5715200042725,57.3616400146484,63.5701300048828,57.3950899887085,63.9525333404541,57.6027333577474,63.9502166748047,57.6584833145142,1061,1067,"B","A",2.96000003814697,141.639999389648,2.7324501658747,0.0826153026343803,3.45000004768372,"ALF3","1D","1001-1200","JB002","2019_36","2019_4_HM_36","2019_GHLW",1064,12,63.9513750076294,57.6306083361308,"1D","1D_12",28
"GHLW",2019,"HM",4,37,"2019-08-05","2019-08-05 09:31:00",64.0099299997091,57.1089500045776,64.0121500003338,57.1419699954987,64.0165499995152,57.1815833409627,64.0202500005563,57.2366166591644,912,921,"B","A",2.94000005722046,135.4,2.71043998317149,0.0795481609781033,3.6800000667572,"ALF3","1D","0801-1000","JD003","2019_37","2019_4_HM_37","2019_GHLW",916.5,10,64.0184000000358,57.2091000000636,"1D","1D_10",27
"GHLW",2019,"HM",4,38,"2019-08-05","2019-08-05 12:49:00",64.103780002594,57.0309299993515,64.1039799976349,57.0652699995041,64.17296667099,57.0515499989192,64.1732999960581,57.1087833325068,737,750,"B","A",3.07999992370605,136.2,2.77083512629675,0.0816354528250053,3.84999990463257,"ALF3","1D","0601-0800","JE007","2019_38","2019_4_HM_38","2019_GHLW",743.5,8,64.173133333524,57.080166665713,"1D","1D_8",26
